Watershed;Gauge;Area;Length_riv_tot;Density;TopoFactor;R95p_mean;Hyps_Grad;Radian_0=N;Radian_0=S;Relief;Circularity;Bifurcatio;CorineField;CorineForest;CorineDevel;mean_ann_prec;Max_daily_prec;Freq_prec_larg;CG1_mean;CG2_mean;WSC_2m;meanHeight;mittGradient;length_main;riv_response;eff_evapo;Prec_wi_su;mean_ann_Q;GW_recharge
5371612;Ringenhain - 12,9;10.078;338.206888003594;2.19914720799227;454.220324270302;25.8006634037836;-0.913247495805543;1.54524998497444;5.0439133962515;25.4123955036285;0.443140814396631;0.28031713869933;10.663473333505;60.8767623912198;10.0481235483484;912.093894944154;97.5250880816532;0.266972674818151;12.2870776037245;422.436947170699;252.237259542829;496.927683718939;6.33271816744241;68.993448429305;0.084355650696042;702.042193947599;998.287398921081;373.808329782125;148.976200729226
5373972;"";10.211;322.853259665212;0.596895444502728;534.259460815873;22.4900587778597;-0.729466783769173;6.23210842157191;2.89282204279423;1.90265991281746;0.251466841015173;0.668736413112674;80.6057793346311;18.8206850027524;15.5198620826146;581.472261966486;117.72026271631;0.179037404749217;16.1015369623076;552.569144854066;694.324980851219;159.460730300294;1.65238702345301;48.5734635099207;0.0823958335400699;540.718357329866;623.913953681772;148.773708434293;96.4425967261418
537189929;"";10.245;334.224540653326;1.74800401796696;446.246078935547;25.4483357990355;-0.736587311526425;1.23608247943809;4.74286427124547;20.9027049813594;0.597041187230464;0.434364661963239;22.7456372902636;12.3318655447599;2.2095505082442;688.676551678591;210.055414404119;0.328618018784002;10.4966331516354;423.427801467781;323.056183628646;301.824376807939;3.52492333119711;42.5987457958759;0.218964144829917;530.609563880375;762.178086755328;294.818389442751;112.015605929716
5421619;"";10.267;330.91097698642;1.41066638853573;477.874332336523;26.5437833605135;-0.993024751263408;0.402716938227501;3.93138194370786;11.5913004996385;0.492668834003176;0.871173061487134;73.3506056583469;39.5378826892705;4.96233153667848;864.347446584981;225.025966745233;0.279664363281708;12.7658940836481;429.184145191233;222.953581696731;536.833577903816;2.83846888446222;24.037316235386;0.418143456839505;544.543024521781;932.789581893442;467.827781013885;169.853392103186
537416;"";10.304;331.57682311334;1.47358577105057;534.169026906888;22.1372495935283;-1.85412297020977;0.15995742096744;3.69499701013845;6.81139754133761;0.28897467563099;0.544055889783578;81.9889082481505;22.1941431806069;6.13924946001783;618.408193716034;111.892799388897;0.18266360145309;12.6097865718997;569.407926420503;519.485609977169;185.526955000294;1.50550689300855;139.12099398041;0.0560930243414967;581.506256426798;672.414665312824;177.156099979729;107.585297022116
56619689;"";10.345;327.383950884708;1.04661096620518;466.245537190602;23.1245341909859;-0.828278052135133;0.809857271526896;4.32783124351967;21.2459366192469;0.430076477861081;0.528791233360807;76.9909943387809;17.7323428851569;1.96351222846103;699.487068288214;93.2047273389157;0.125551003367081;12.5873543631363;433.630561297361;517.107330581623;466.490375767972;4.87554557542856;46.1268849574333;0.182346508494648;577.361966993177;751.768376273208;249.3430680541;99.0152447874451
56688;"";10.364;330.627013196999;1.37048772287796;503.258357734949;23.3018607046965;-0.540664513678495;6.82112413076527;3.46637088182843;2.01613375660818;0.495995387351885;0.663745134229198;52.1783528548524;18.2260214640677;42.5232523301386;646.33536162423;113.098481456637;0.134616495126765;7.94329682782965;725.426615095943;603.244547564975;199.10541850375;1.49803744392751;30.6704188926844;0.140055717234197;554.318331899826;693.142594681031;229.102860306375;132.899326867283
5371369;"";10.393;335.862717962644;1.8905668976359;450.029312047133;25.4624362217183;-0.651663806744771;4.41275321854193;1.12124099970506;29.4613679735208;0.604814094202359;0.495436814155359;26.5003766487333;83.1556846498269;2.69616730468302;786.872077549342;127.566666269526;0.31230013361657;10.0576308906605;649.577907071627;259.689046216442;330.356257752713;5.46876062769392;91.3966295212685;0.127368479856062;663.46985219068;822.277899616946;242.94617504775;82.7250718476616
541956;"";10.546;336.008616599278;1.90341591254168;473.963973717168;23.3221932222238;-1.10656052725888;1.91931418588118;5.40815510458918;12.1722758622314;0.580928007814275;0.253892152740549;74.8674871077313;15.7436589183356;4.45224156539906;683.271293373779;122.844411504208;0.150934380294196;12.6068349654835;383.727775260074;384.904790070432;283.434924655635;3.215578236582;19.9754329442596;0.349343559837747;654.16872013582;742.619216669782;188.11566327329;72.1983270519822
542412;"";10.593;324.400372724819;0.729464645911613;443.223542297497;27.2756800481737;-0.91102055348392;0.402716938227501;3.93138194370786;11.9768906810845;0.718441472275936;0.467808935782733;50.1688248534503;15.2897157540645;32.7770114070225;884.166727035958;231.757691623452;0.272411969873961;13.6251391790851;427.896777239178;234.12365980302;517.008958468228;3.11982999093599;19.8940143482237;0.211846914105597;559.368720329069;963.774735750379;487.973498397075;187.191560001952
5666852;"";10.604;329.379530894505;1.27218256121784;455.512660246177;23.1737207198885;-1.07374266015771;4.92372167927968;1.61879202061175;7.00873672678233;0.605061943329776;0.377528236953688;86.3689916643948;17.9814853232363;9.7159480793426;664.352889306936;113.701322490508;0.15999987205388;11.1654671655546;565.234451160626;613.073748664437;263.973709057796;1.77832760795877;21.8048384354376;1.03703308504123;604.532286665671;719.664991798074;190.291882001187;115.383772490517
5384149;"";10.661;329.522491974697;1.18856198802146;478.694359099687;24.8942955522258;-0.917531844073617;4.73036398938327;1.43051167965056;6.21549158180202;0.560680028095711;0.881908272419054;45.2292536228632;66.3691737023316;2.06542961951188;803.087852463778;135.604546721131;0.307767387736728;11.6118976360104;429.663446135431;464.165276807575;341.064890113985;2.18901343961106;67.8545932526542;0.0662015549354581;687.518501083429;863.591438092862;257.544460643706;135.783217460538
56663329;"";10.68;330.471322705557;1.32204897620933;461.413780576463;24.442579590984;-0.853214118465369;1.85354605509519;5.34411396872642;11.4322234195337;0.620267337990123;0.467808935782733;95.2298404576585;8.61725503609396;10.426319998816;682.370416989643;72.1052911534533;0.160906421229849;8.70120343630925;418.01052342433;400.703945178314;362.625083153776;2.54023388154957;19.4728490181118;0.152949251155066;546.385013382445;736.672262927554;267.088601869583;102.084139682908
5822869;Drehsa - 7,27;10.681;333.120998616505;1.57495022197397;483.531371855764;24.2470298404016;-0.91334593628145;0.463556081039393;3.99062352111058;16.5289146955751;0.322534841012521;0.59756866025206;85.6621224644235;15.217818688308;5.32854532972431;693.180933599267;96.1184590026224;0.214392822611984;11.6602124814378;416.96568276521;536.120289444071;284.847288979636;3.38410001683917;19.5623089569662;0.349343559837747;615.078049049902;780.628891955571;233.825972525827;110.638956269162
58234;"";10.691;361.854217364048;4.08621880189337;577.609662495615;22.9374613786601;-0.627333696232895;0.304946055195519;3.83617841079846;1.63389936515194;0.688769253447384;0.559703152950029;43.6478558669031;56.8733466980513;1.96995627159462;649.938867160771;100.740240262295;0.15999987205388;14.3728794711984;580.454905255775;725.973429821792;205.42196453227;1.25517596935086;44.7065827821397;0.14944220992859;624.648817093154;704.37572952746;160.263772587846;97.3044991223145
566842;"";10.799;333.12785291487;1.50499447415359;517.938272607235;22.2498425209209;-0.729837576228422;5.11878602165878;1.80873419933856;4.2376896028275;0.345031379682233;0.898011571906257;29.224234906345;74.3884834145074;16.9843220926593;652.641496313177;98.6302966437489;0.170878462165501;12.6573399028717;576.052796952278;535.93673894274;225.741722598985;2.48451398196904;47.0737530742957;0.187607070334363;596.837792768938;702.83053812777;195.02260755196;130.57480222306
541824;"";10.815;329.644890159792;1.21364815998037;468.807391218297;26.2420690115833;-0.898388452858958;2.03274895587961;5.51861120893963;7.96273085632519;0.578905399674067;0.857753806277573;69.8705037640882;15.4629611206774;12.5672413975545;800.385223311372;119.227365300986;0.296888797625108;11.8689333614243;514.921747282236;195.916158399932;442.068164588069;2.44157705358813;29.369731691814;0.152949251155066;529.661213234006;884.431190522888;438.066943159712;157.874907665468
5661589;"";10.816;327.098028724325;1.04599910835252;458.960834792962;24.291959888341;-0.990810934338572;1.63095796290214;5.12737078197;25.730699971861;0.424421735319485;0.840500754202036;75.8860773509258;30.414621292748;3.03443697144269;684.172169757914;74.6171287945798;0.0965414297360927;10.7140120771096;357.720961325229;201.718346621066;504.66272989445;5.5122994931295;26.7593107794024;0.126852738499227;524.089652721531;759.362178744051;310.940867274388;100.841346076306
542143;"";10.852;353.136529028805;3.46895620487184;461.007316524555;27.6511689765057;-0.848974615302986;6.54865129989515;3.20105287184202;20.3294966224723;0.622836408664276;0.353942850034501;32.9024695101272;78.5044936284909;4.07368620619992;954.435084998515;217.791874338789;0.404768149565347;12.7293266317573;422.062253288028;203.276600341887;752.706598723188;4.51099452126871;26.8387190397337;0.234745830349061;507.539108918031;1037.08695165263;598.876954208077;195.637550528083
